id,age,event,censor,abused,black
38,10,0,1,0,0
38,11,0,1,0,0
38,12,0,1,0,0
38,13,0,1,0,0
38,14,0,1,0,0
38,15,0,1,0,0
38,16,0,1,0,0
38,17,0,1,0,0
38,18,0,1,0,0
39,8,0,1,1,0
39,9,0,1,1,0
39,10,0,1,1,0
39,11,0,1,1,0
39,12,0,1,1,0
39,13,0,1,1,0
39,14,0,1,1,0
39,15,0,1,1,0
39,16,0,1,1,0
39,17,0,1,1,0
39,18,0,1,1,0
40,8,0,1,0,0
40,9,0,1,0,0
40,10,0,1,0,0
40,11,0,1,0,0
40,12,0,1,0,0
40,13,0,1,0,0
40,14,0,1,0,0
40,15,0,1,0,0
40,16,0,1,0,0
40,17,0,1,0,0
40,18,0,1,0,0
42,8,0,1,1,1
42,9,0,1,1,1
42,10,0,1,1,1
42,11,0,1,1,1
42,12,0,1,1,1
42,13,0,1,1,1
42,14,0,1,1,1
42,15,0,1,1,1
42,16,0,1,1,1
42,17,0,1,1,1
42,18,0,1,1,1
44,8,0,1,1,0
44,9,0,1,1,0
44,10,0,1,1,0
44,11,0,1,1,0
44,12,0,1,1,0
44,13,0,1,1,0
44,14,0,1,1,0
44,15,0,1,1,0
44,16,0,1,1,0
44,17,0,1,1,0
44,18,0,1,1,0
45,8,0,1,0,0
45,9,0,1,0,0
45,10,0,1,0,0
45,11,0,1,0,0
45,12,0,1,0,0
45,13,0,1,0,0
45,14,0,1,0,0
45,15,0,1,0,0
45,16,0,1,0,0
45,17,0,1,0,0
45,18,0,1,0,0
46,8,0,1,1,0
46,9,0,1,1,0
46,10,0,1,1,0
46,11,0,1,1,0
46,12,0,1,1,0
46,13,0,1,1,0
46,14,0,1,1,0
46,15,0,1,1,0
46,16,0,1,1,0
46,17,0,1,1,0
46,18,0,1,1,0
47,8,0,1,1,0
47,9,0,1,1,0
47,10,0,1,1,0
47,11,0,1,1,0
47,12,0,1,1,0
47,13,0,1,1,0
47,14,0,1,1,0
47,15,0,1,1,0
47,16,0,1,1,0
47,17,0,1,1,0
47,18,0,1,1,0
48,8,0,1,1,0
48,9,0,1,1,0
48,10,0,1,1,0
48,11,0,1,1,0
48,12,0,1,1,0
48,13,0,1,1,0
48,14,0,1,1,0
48,15,0,1,1,0
48,16,0,1,1,0
48,17,0,1,1,0
48,18,0,1,1,0
49,8,0,1,1,0
49,9,0,1,1,0
49,10,0,1,1,0
49,11,0,1,1,0
49,12,0,1,1,0
49,13,0,1,1,0
49,14,0,1,1,0
49,15,0,1,1,0
49,16,0,1,1,0
49,17,0,1,1,0
49,18,0,1,1,0
50,8,0,1,0,0
50,9,0,1,0,0
50,10,0,1,0,0
50,11,0,1,0,0
50,12,0,1,0,0
50,13,0,1,0,0
50,14,0,1,0,0
50,15,0,1,0,0
50,16,0,1,0,0
50,17,0,1,0,0
50,18,0,1,0,0
51,8,0,1,1,0
51,9,0,1,1,0
51,10,0,1,1,0
51,11,0,1,1,0
51,12,0,1,1,0
51,13,0,1,1,0
51,14,0,1,1,0
51,15,0,1,1,0
51,16,0,1,1,0
51,17,0,1,1,0
51,18,0,1,1,0
52,8,0,1,0,0
52,9,0,1,0,0
52,10,0,1,0,0
52,11,0,1,0,0
52,12,0,1,0,0
52,13,0,1,0,0
52,14,0,1,0,0
52,15,0,1,0,0
52,16,0,1,0,0
52,17,0,1,0,0
52,18,0,1,0,0
53,8,0,0,1,0
53,9,0,0,1,0
53,10,0,0,1,0
53,11,0,0,1,0
53,12,0,0,1,0
53,13,1,0,1,0
54,8,0,0,1,0
54,9,0,0,1,0
54,10,0,0,1,0
54,11,0,0,1,0
54,12,0,0,1,0
54,13,0,0,1,0
54,14,0,0,1,0
54,15,0,0,1,0
54,16,0,0,1,0
54,17,0,0,1,0
54,18,1,0,1,0
55,8,0,1,0,1
55,9,0,1,0,1
55,10,0,1,0,1
55,11,0,1,0,1
55,12,0,1,0,1
55,13,0,1,0,1
55,14,0,1,0,1
55,15,0,1,0,1
55,16,0,1,0,1
55,17,0,1,0,1
55,18,0,1,0,1
56,8,0,0,1,1
56,9,0,0,1,1
56,10,0,0,1,1
56,11,0,0,1,1
56,12,0,0,1,1
56,13,0,0,1,1
56,14,0,0,1,1
56,15,0,0,1,1
56,16,0,0,1,1
56,17,1,0,1,1
57,8,0,1,0,1
57,9,0,1,0,1
57,10,0,1,0,1
57,11,0,1,0,1
57,12,0,1,0,1
57,13,0,1,0,1
57,14,0,1,0,1
57,15,0,1,0,1
57,16,0,1,0,1
57,17,0,1,0,1
57,18,0,1,0,1
58,8,0,0,1,1
58,9,0,0,1,1
58,10,0,0,1,1
58,11,0,0,1,1
58,12,0,0,1,1
58,13,0,0,1,1
58,14,0,0,1,1
58,15,1,0,1,1
59,8,0,1,0,0
59,9,0,1,0,0
59,10,0,1,0,0
59,11,0,1,0,0
59,12,0,1,0,0
59,13,0,1,0,0
59,14,0,1,0,0
59,15,0,1,0,0
59,16,0,1,0,0
59,17,0,1,0,0
59,18,0,1,0,0
60,8,0,1,1,0
60,9,0,1,1,0
60,10,0,1,1,0
60,11,0,1,1,0
60,12,0,1,1,0
60,13,0,1,1,0
60,14,0,1,1,0
60,15,0,1,1,0
60,16,0,1,1,0
60,17,0,1,1,0
60,18,0,1,1,0
61,8,0,0,1,1
61,9,0,0,1,1
61,10,0,0,1,1
61,11,0,0,1,1
61,12,0,0,1,1
61,13,0,0,1,1
61,14,0,0,1,1
61,15,0,0,1,1
61,16,1,0,1,1
62,8,0,1,1,0
62,9,0,1,1,0
62,10,0,1,1,0
62,11,0,1,1,0
62,12,0,1,1,0
62,13,0,1,1,0
62,14,0,1,1,0
62,15,0,1,1,0
62,16,0,1,1,0
62,17,0,1,1,0
62,18,0,1,1,0
63,8,0,1,0,0
63,9,0,1,0,0
63,10,0,1,0,0
63,11,0,1,0,0
63,12,0,1,0,0
63,13,0,1,0,0
63,14,0,1,0,0
63,15,0,1,0,0
63,16,0,1,0,0
63,17,0,1,0,0
63,18,0,1,0,0
64,8,0,1,1,0
64,9,0,1,1,0
64,10,0,1,1,0
64,11,0,1,1,0
64,12,0,1,1,0
64,13,0,1,1,0
64,14,0,1,1,0
64,15,0,1,1,0
64,16,0,1,1,0
64,17,0,1,1,0
64,18,0,1,1,0
65,8,0,1,0,0
65,9,0,1,0,0
65,10,0,1,0,0
65,11,0,1,0,0
65,12,0,1,0,0
65,13,0,1,0,0
65,14,0,1,0,0
65,15,0,1,0,0
65,16,0,1,0,0
65,17,0,1,0,0
65,18,0,1,0,0
66,8,0,1,1,0
66,9,0,1,1,0
66,10,0,1,1,0
66,11,0,1,1,0
66,12,0,1,1,0
66,13,0,1,1,0
66,14,0,1,1,0
66,15,0,1,1,0
66,16,0,1,1,0
66,17,0,1,1,0
66,18,0,1,1,0
67,8,0,1,0,0
67,9,0,1,0,0
67,10,0,1,0,0
67,11,0,1,0,0
67,12,0,1,0,0
67,13,0,1,0,0
67,14,0,1,0,0
67,15,0,1,0,0
67,16,0,1,0,0
67,17,0,1,0,0
67,18,0,1,0,0
68,8,0,1,1,0
68,9,0,1,1,0
68,10,0,1,1,0
68,11,0,1,1,0
68,12,0,1,1,0
68,13,0,1,1,0
68,14,0,1,1,0
68,15,0,1,1,0
68,16,0,1,1,0
68,17,0,1,1,0
68,18,0,1,1,0
69,8,0,1,0,0
69,9,0,1,0,0
69,10,0,1,0,0
69,11,0,1,0,0
69,12,0,1,0,0
69,13,0,1,0,0
69,14,0,1,0,0
69,15,0,1,0,0
69,16,0,1,0,0
69,17,0,1,0,0
69,18,0,1,0,0
70,8,0,0,1,0
70,9,0,0,1,0
70,10,0,0,1,0
70,11,0,0,1,0
70,12,1,0,1,0
71,8,0,1,0,0
71,9,0,1,0,0
71,10,0,1,0,0
71,11,0,1,0,0
71,12,0,1,0,0
71,13,0,1,0,0
71,14,0,1,0,0
71,15,0,1,0,0
71,16,0,1,0,0
71,17,0,1,0,0
71,18,0,1,0,0
72,8,0,0,1,0
72,9,0,0,1,0
72,10,0,0,1,0
72,11,0,0,1,0
72,12,0,0,1,0
72,13,0,0,1,0
72,14,0,0,1,0
72,15,0,0,1,0
72,16,1,0,1,0
73,8,0,1,0,0
73,9,0,1,0,0
73,10,0,1,0,0
73,11,0,1,0,0
73,12,0,1,0,0
73,13,0,1,0,0
73,14,0,1,0,0
73,15,0,1,0,0
73,16,0,1,0,0
73,17,0,1,0,0
73,18,0,1,0,0
74,8,0,1,1,0
74,9,0,1,1,0
74,10,0,1,1,0
74,11,0,1,1,0
74,12,0,1,1,0
74,13,0,1,1,0
74,14,0,1,1,0
74,15,0,1,1,0
74,16,0,1,1,0
74,17,0,1,1,0
74,18,0,1,1,0
75,8,0,1,0,0
75,9,0,1,0,0
75,10,0,1,0,0
75,11,0,1,0,0
75,12,0,1,0,0
75,13,0,1,0,0
75,14,0,1,0,0
75,15,0,1,0,0
75,16,0,1,0,0
75,17,0,1,0,0
75,18,0,1,0,0
76,8,0,0,1,0
76,9,0,0,1,0
76,10,0,0,1,0
76,11,0,0,1,0
76,12,0,0,1,0
76,13,0,0,1,0
76,14,0,0,1,0
76,15,0,0,1,0
76,16,1,0,1,0
77,8,0,1,1,0
77,9,0,1,1,0
77,10,0,1,1,0
77,11,0,1,1,0
77,12,0,1,1,0
77,13,0,1,1,0
77,14,0,1,1,0
77,15,0,1,1,0
77,16,0,1,1,0
77,17,0,1,1,0
77,18,0,1,1,0
78,8,0,1,0,0
78,9,0,1,0,0
78,10,0,1,0,0
78,11,0,1,0,0
78,12,0,1,0,0
78,13,0,1,0,0
78,14,0,1,0,0
78,15,0,1,0,0
78,16,0,1,0,0
78,17,0,1,0,0
78,18,0,1,0,0
79,8,0,1,1,0
79,9,0,1,1,0
79,10,0,1,1,0
79,11,0,1,1,0
79,12,0,1,1,0
79,13,0,1,1,0
79,14,0,1,1,0
79,15,0,1,1,0
79,16,0,1,1,0
79,17,0,1,1,0
79,18,0,1,1,0
80,8,0,1,1,1
80,9,0,1,1,1
80,10,0,1,1,1
80,11,0,1,1,1
80,12,0,1,1,1
80,13,0,1,1,1
80,14,0,1,1,1
80,15,0,1,1,1
80,16,0,1,1,1
80,17,0,1,1,1
80,18,0,1,1,1
81,8,0,0,0,0
81,9,0,0,0,0
81,10,0,0,0,0
81,11,0,0,0,0
81,12,0,0,0,0
81,13,0,0,0,0
81,14,1,0,0,0
82,8,0,1,1,0
82,9,0,1,1,0
82,10,0,1,1,0
82,11,0,1,1,0
82,12,0,1,1,0
82,13,0,1,1,0
82,14,0,1,1,0
82,15,0,1,1,0
82,16,0,1,1,0
82,17,0,1,1,0
82,18,0,1,1,0
84,8,0,1,1,0
84,9,0,1,1,0
84,10,0,1,1,0
84,11,0,1,1,0
84,12,0,1,1,0
84,13,0,1,1,0
84,14,0,1,1,0
84,15,0,1,1,0
84,16,0,1,1,0
84,17,0,1,1,0
85,8,0,1,0,1
85,9,0,1,0,1
85,10,0,1,0,1
85,11,0,1,0,1
85,12,0,1,0,1
85,13,0,1,0,1
85,14,0,1,0,1
85,15,0,1,0,1
85,16,0,1,0,1
85,17,0,1,0,1
85,18,0,1,0,1
86,8,0,1,1,1
86,9,0,1,1,1
86,10,0,1,1,1
86,11,0,1,1,1
86,12,0,1,1,1
86,13,0,1,1,1
86,14,0,1,1,1
86,15,0,1,1,1
86,16,0,1,1,1
86,17,0,1,1,1
86,18,0,1,1,1
87,8,0,1,0,1
87,9,0,1,0,1
87,10,0,1,0,1
87,11,0,1,0,1
87,12,0,1,0,1
87,13,0,1,0,1
87,14,0,1,0,1
87,15,0,1,0,1
87,16,0,1,0,1
87,17,0,1,0,1
87,18,0,1,0,1
88,8,0,1,1,1
88,9,0,1,1,1
88,10,0,1,1,1
88,11,0,1,1,1
88,12,0,1,1,1
88,13,0,1,1,1
88,14,0,1,1,1
88,15,0,1,1,1
88,16,0,1,1,1
88,17,0,1,1,1
88,18,0,1,1,1
89,8,0,1,1,0
89,9,0,1,1,0
89,10,0,1,1,0
89,11,0,1,1,0
89,12,0,1,1,0
89,13,0,1,1,0
89,14,0,1,1,0
89,15,0,1,1,0
89,16,0,1,1,0
89,17,0,1,1,0
89,18,0,1,1,0
90,8,0,0,1,0
90,9,0,0,1,0
90,10,0,0,1,0
90,11,0,0,1,0
90,12,0,0,1,0
90,13,0,0,1,0
90,14,1,0,1,0
91,8,0,0,0,0
91,9,0,0,0,0
91,10,0,0,0,0
91,11,0,0,0,0
91,12,0,0,0,0
91,13,0,0,0,0
91,14,0,0,0,0
91,15,0,0,0,0
91,16,1,0,0,0
92,8,0,1,1,0
92,9,0,1,1,0
92,10,0,1,1,0
92,11,0,1,1,0
92,12,0,1,1,0
92,13,0,1,1,0
92,14,0,1,1,0
92,15,0,1,1,0
92,16,0,1,1,0
92,17,0,1,1,0
92,18,0,1,1,0
93,8,0,1,0,1
93,9,0,1,0,1
93,10,0,1,0,1
93,11,0,1,0,1
93,12,0,1,0,1
93,13,0,1,0,1
93,14,0,1,0,1
93,15,0,1,0,1
93,16,0,1,0,1
93,17,0,1,0,1
93,18,0,1,0,1
94,8,0,1,1,1
94,9,0,1,1,1
94,10,0,1,1,1
94,11,0,1,1,1
94,12,0,1,1,1
94,13,0,1,1,1
94,14,0,1,1,1
94,15,0,1,1,1
94,16,0,1,1,1
94,17,0,1,1,1
94,18,0,1,1,1
95,8,0,1,0,0
95,9,0,1,0,0
95,10,0,1,0,0
95,11,0,1,0,0
95,12,0,1,0,0
95,13,0,1,0,0
95,14,0,1,0,0
95,15,0,1,0,0
95,16,0,1,0,0
95,17,0,1,0,0
95,18,0,1,0,0
96,8,0,1,1,0
96,9,0,1,1,0
96,10,0,1,1,0
96,11,0,1,1,0
96,12,0,1,1,0
96,13,0,1,1,0
96,14,0,1,1,0
96,15,0,1,1,0
96,16,0,1,1,0
96,17,0,1,1,0
96,18,0,1,1,0
97,8,0,1,0,0
97,9,0,1,0,0
97,10,0,1,0,0
97,11,0,1,0,0
97,12,0,1,0,0
97,13,0,1,0,0
97,14,0,1,0,0
97,15,0,1,0,0
97,16,0,1,0,0
97,17,0,1,0,0
97,18,0,1,0,0
98,8,0,1,1,0
98,9,0,1,1,0
98,10,0,1,1,0
98,11,0,1,1,0
98,12,0,1,1,0
98,13,0,1,1,0
98,14,0,1,1,0
98,15,0,1,1,0
98,16,0,1,1,0
98,17,0,1,1,0
98,18,0,1,1,0
99,8,0,1,0,1
99,9,0,1,0,1
99,10,0,1,0,1
99,11,0,1,0,1
99,12,0,1,0,1
99,13,0,1,0,1
99,14,0,1,0,1
99,15,0,1,0,1
99,16,0,1,0,1
99,17,0,1,0,1
99,18,0,1,0,1
100,8,0,1,1,1
100,9,0,1,1,1
100,10,0,1,1,1
100,11,0,1,1,1
100,12,0,1,1,1
100,13,0,1,1,1
100,14,0,1,1,1
100,15,0,1,1,1
100,16,0,1,1,1
100,17,0,1,1,1
100,18,0,1,1,1
101,8,0,1,0,0
101,9,0,1,0,0
101,10,0,1,0,0
101,11,0,1,0,0
101,12,0,1,0,0
101,13,0,1,0,0
101,14,0,1,0,0
101,15,0,1,0,0
101,16,0,1,0,0
101,17,0,1,0,0
101,18,0,1,0,0
102,8,0,1,1,0
102,9,0,1,1,0
102,10,0,1,1,0
102,11,0,1,1,0
102,12,0,1,1,0
102,13,0,1,1,0
102,14,0,1,1,0
102,15,0,1,1,0
102,16,0,1,1,0
102,17,0,1,1,0
102,18,0,1,1,0
103,8,0,1,0,1
103,9,0,1,0,1
103,10,0,1,0,1
103,11,0,1,0,1
103,12,0,1,0,1
103,13,0,1,0,1
103,14,0,1,0,1
103,15,0,1,0,1
103,16,0,1,0,1
103,17,0,1,0,1
103,18,0,1,0,1
104,8,0,1,1,1
104,9,0,1,1,1
104,10,0,1,1,1
104,11,0,1,1,1
104,12,0,1,1,1
104,13,0,1,1,1
104,14,0,1,1,1
104,15,0,1,1,1
104,16,0,1,1,1
104,17,0,1,1,1
104,18,0,1,1,1
105,8,0,1,0,0
105,9,0,1,0,0
105,10,0,1,0,0
105,11,0,1,0,0
105,12,0,1,0,0
105,13,0,1,0,0
105,14,0,1,0,0
105,15,0,1,0,0
105,16,0,1,0,0
105,17,0,1,0,0
105,18,0,1,0,0
106,8,0,1,1,0
106,9,0,1,1,0
106,10,0,1,1,0
106,11,0,1,1,0
106,12,0,1,1,0
106,13,0,1,1,0
106,14,0,1,1,0
106,15,0,1,1,0
106,16,0,1,1,0
106,17,0,1,1,0
106,18,0,1,1,0
107,8,0,1,0,0
107,9,0,1,0,0
107,10,0,1,0,0
107,11,0,1,0,0
107,12,0,1,0,0
107,13,0,1,0,0
107,14,0,1,0,0
107,15,0,1,0,0
107,16,0,1,0,0
107,17,0,1,0,0
107,18,0,1,0,0
108,8,0,1,1,0
108,9,0,1,1,0
108,10,0,1,1,0
108,11,0,1,1,0
108,12,0,1,1,0
108,13,0,1,1,0
108,14,0,1,1,0
108,15,0,1,1,0
108,16,0,1,1,0
108,17,0,1,1,0
108,18,0,1,1,0
109,8,0,1,1,0
109,9,0,1,1,0
109,10,0,1,1,0
109,11,0,1,1,0
109,12,0,1,1,0
109,13,0,1,1,0
109,14,0,1,1,0
109,15,0,1,1,0
109,16,0,1,1,0
109,17,0,1,1,0
109,18,0,1,1,0
110,8,0,1,0,0
110,9,0,1,0,0
110,10,0,1,0,0
110,11,0,1,0,0
110,12,0,1,0,0
110,13,0,1,0,0
110,14,0,1,0,0
110,15,0,1,0,0
110,16,0,1,0,0
110,17,0,1,0,0
110,18,0,1,0,0
111,8,0,1,1,0
111,9,0,1,1,0
111,10,0,1,1,0
111,11,0,1,1,0
111,12,0,1,1,0
111,13,0,1,1,0
111,14,0,1,1,0
111,15,0,1,1,0
111,16,0,1,1,0
111,17,0,1,1,0
111,18,0,1,1,0
112,8,0,1,1,0
112,9,0,1,1,0
112,10,0,1,1,0
112,11,0,1,1,0
112,12,0,1,1,0
112,13,0,1,1,0
112,14,0,1,1,0
112,15,0,1,1,0
112,16,0,1,1,0
112,17,0,1,1,0
112,18,0,1,1,0
113,8,0,1,0,0
113,9,0,1,0,0
113,10,0,1,0,0
113,11,0,1,0,0
113,12,0,1,0,0
113,13,0,1,0,0
113,14,0,1,0,0
113,15,0,1,0,0
113,16,0,1,0,0
113,17,0,1,0,0
113,18,0,1,0,0
114,8,0,1,1,0
