id,term,event,censor,woman
205369,4,1,0,1
206301,1,0,1,1
206302,1,0,0,0
206302,2,1,0,0
206303,1,0,0,1
206303,2,1,0,1
206304,1,0,1,0
206304,2,0,1,0
206304,3,0,1,0
206305,1,0,1,0
206306,1,0,1,0
206307,1,0,1,0
206307,2,0,1,0
206308,1,0,1,1
206308,2,0,1,1
206309,1,0,1,0
206310,1,0,1,0
206311,1,1,0,0
206312,1,0,1,1
206313,1,0,1,1
206313,2,0,1,1
206315,1,0,1,1
206315,2,0,1,1
206316,1,0,1,1
206316,2,0,1,1
206317,1,0,1,1
206317,2,0,1,1
206317,3,0,1,1
206318,1,0,1,1
206318,2,0,1,1
206318,3,0,1,1
206319,1,0,0,1
206319,2,1,0,1
206323,1,0,1,1
206323,2,0,1,1
206323,3,0,1,1
206325,1,0,1,0
206327,1,0,0,0
206327,2,1,0,0
206329,1,0,1,0
206330,1,0,0,1
206330,2,0,0,1
206330,3,0,0,1
206330,4,1,0,1
206331,1,0,1,0
206332,1,0,0,1
206332,2,1,0,1
206333,1,0,1,1
206333,2,0,1,1
206333,3,0,1,1
206334,1,0,1,0
206336,1,0,1,0
206339,1,0,1,0
206339,2,0,1,0
206341,1,0,0,1
206341,2,1,0,1
206343,1,0,1,1
206346,1,0,0,1
206346,2,1,0,1
206347,1,0,0,1
206347,2,0,0,1
206347,3,0,0,1
206347,4,1,0,1
206351,1,0,0,1
206351,2,1,0,1
206352,1,0,1,1
206353,1,0,1,1
206353,2,0,1,1
206357,1,0,1,0
206358,1,1,0,1
206360,1,0,1,1
206360,2,0,1,1
206360,3,0,1,1
206361,1,0,1,1
206363,1,0,1,0
206364,1,0,1,1
206368,1,0,1,0
206369,1,0,0,1
206369,2,1,0,1
208301,1,0,0,0
208301,2,1,0,0
208302,1,0,0,1
208302,2,1,0,1
208303,1,1,0,0
208304,1,1,0,0
208305,1,0,1,1
208305,2,0,1,1
208305,3,0,1,1
208306,1,0,0,0
208306,2,1,0,0
208307,1,0,0,0
208307,2,0,0,0
208307,3,1,0,0
208308,1,0,0,1
208308,2,0,0,1
208308,3,1,0,1
208310,1,0,0,0
208310,2,0,0,0
208310,3,0,0,0
208310,4,0,0,0
208310,5,1,0,0
208311,1,0,0,1
208311,2,1,0,1
208312,1,0,0,0
208312,2,0,0,0
208312,3,0,0,0
208312,4,0,0,0
208312,5,1,0,0
208313,1,0,1,0
208313,2,0,1,0
208313,3,0,1,0
208314,1,0,0,0
208314,2,1,0,0
208316,1,0,0,1
208316,2,1,0,1
208317,1,0,1,0
208318,1,0,1,0
208318,2,0,1,0
208319,1,0,0,1
208319,2,1,0,1
208320,1,0,1,0
208321,1,0,0,0
208321,2,1,0,0
208323,1,0,1,0
208324,1,0,0,1
208324,2,1,0,1
208327,1,0,1,0
208327,2,0,1,0
208329,1,0,0,1
208329,2,1,0,1
208331,1,0,1,0
208331,2,0,1,0
208331,3,0,1,0
208331,4,0,1,0
208331,5,0,1,0
208333,1,0,0,1
208333,2,0,0,1
208333,3,0,0,1
208333,4,0,0,1
208333,5,1,0,1
208334,1,0,1,0
208334,2,0,1,0
208335,1,0,1,0
208335,2,0,1,0
208335,3,0,1,0
208335,4,0,1,0
208335,5,0,1,0
208336,1,0,0,0
208336,2,1,0,0
208337,1,0,0,1
208337,2,1,0,1
208338,1,0,0,1
208338,2,1,0,1
208339,1,0,0,0
208339,2,0,0,0
208339,3,0,0,0
208339,4,0,0,0
208339,5,1,0,0
208340,1,0,0,0
208340,2,0,0,0
208340,3,0,0,0
208340,4,1,0,0
208341,1,0,0,0
208341,2,1,0,0
208342,1,0,1,0
208343,1,0,1,1
208343,2,0,1,1
208343,3,0,1,1
208345,1,0,1,0
208345,2,0,1,0
208345,3,0,1,0
208345,4,0,1,0
208345,5,0,1,0
208346,1,0,0,1
208346,2,0,0,1
208346,3,0,0,1
208346,4,1,0,1
208348,1,0,1,0
208348,2,0,1,0
208348,3,0,1,0
208348,4,0,1,0
208348,5,0,1,0
208349,1,0,1,1
208349,2,0,1,1
208349,3,0,1,1
208354,1,0,1,0
208354,2,0,1,0
208354,3,0,1,0
208354,4,0,1,0
208354,5,0,1,0
208356,1,0,0,1
208356,2,0,0,1
208356,3,0,0,1
208356,4,1,0,1
208358,1,0,1,0
208358,2,0,1,0
208358,3,0,1,0
208358,4,0,1,0
208358,5,0,1,0
208361,1,0,0,1
208361,2,1,0,1
209303,1,0,0,1
209303,2,1,0,1
209306,1,0,1,0
209306,2,0,1,0
209306,3,0,1,0
209306,4,0,1,0
209306,5,0,1,0
209312,1,0,0,1
209312,2,0,0,1
209312,3,0,0,1
209312,4,1,0,1
209315,1,0,1,1
209315,2,0,1,1
209315,3,0,1,1
209318,1,0,1,0
209321,1,0,0,0
209321,2,0,0,0
209321,3,1,0,0
209323,1,0,0,1
209323,2,1,0,1
209326,1,0,1,0
209326,2,0,1,0
209326,3,0,1,0
209327,1,0,1,0
209328,1,0,1,0
209331,1,0,0,1
209331,2,0,0,1
209331,3,0,0,1
209331,4,0,0,1
209331,5,1,0,1
209332,1,0,0,1
209332,2,1,0,1
209339,1,1,0,0
209343,1,0,0,1
209343,2,1,0,1
209344,1,0,1,1
209345,1,0,1,0
209345,2,0,1,0
209346,1,0,0,0
209346,2,0,0,0
209346,3,1,0,0
209347,1,0,0,0
209347,2,0,0,0
209347,3,0,0,0
209347,4,1,0,0
209350,1,0,0,1
209350,2,0,0,1
209350,3,0,0,1
209350,4,0,0,1
209350,5,1,0,1
209357,1,0,1,0
209357,2,0,1,0
209357,3,0,1,0
209357,4,0,1,0
209364,1,0,1,1
210301,1,1,0,1
210304,1,0,1,0
210306,1,0,1,1
210307,1,0,1,0
210309,1,0,0,0
210309,2,0,0,0
210309,3,0,0,0
210309,4,1,0,0
210313,1,0,1,0
210322,1,0,1,0
210323,1,0,0,1
210323,2,0,0,1
210323,3,0,0,1
210323,4,1,0,1
210325,1,0,1,1
210329,1,0,0,0
210329,2,1,0,0
210333,1,0,1,0
210339,1,0,1,1
210339,2,0,1,1
210339,3,0,1,1
210346,1,0,1,1
210347,1,0,1,1
210347,2,0,1,1
210354,1,0,1,1
210358,1,0,1,0
210358,2,0,1,0
210358,3,0,1,0
210358,4,0,1,0
210358,5,0,1,0
210360,1,0,1,1
210360,2,0,1,1
210360,3,0,1,1
210361,1,0,0,0
210361,2,1,0,0
210362,1,0,0,1
210362,2,0,0,1
210362,3,0,0,1
210362,4,1,0,1
210367,1,0,0,1
210367,2,1,0,1
210371,1,0,0,1
210371,2,0,0,1
210371,3,0,0,1
210371,4,0,0,1
210371,5,1,0,1
210378,1,0,1,0
210378,2,0,1,0
210383,1,0,0,1
210383,2,1,0,1
210397,1,0,1,1
210399,1,0,1,0
210399,2,0,1,0
210400,1,0,1,0
210407,1,0,1,0
210407,2,0,1,0
210408,1,0,1,0
210408,2,0,1,0
210408,3,0,1,0
210408,4,0,1,0
210408,5,0,1,0
211303,1,0,1,1
211309,1,0,1,0
211327,1,0,0,1
211327,2,0,0,1
211327,3,1,0,1
211336,1,0,0,0
211336,2,0,0,0
211336,3,0,0,0
211336,4,1,0,0
211351,1,0,0,1
211351,2,0,0,1
211351,3,1,0,1
211354,1,0,0,0
211354,2,1,0,0
211357,1,0,1,0
211367,1,0,1,1
211367,2,0,1,1
211367,3,0,1,1
211368,1,0,1,0
211368,2,0,1,0
211377,1,0,1,1
211377,2,0,1,1
211377,3,0,1,1
211380,1,0,0,0
211380,2,1,0,0
211386,1,1,0,0
212302,1,0,1,1
212309,1,0,1,1
212314,1,0,1,1
212314,2,0,1,1
212314,3,0,1,1
212314,4,0,1,1
212314,5,0,1,1
212332,1,0,1,1
212336,1,0,0,1
212336,2,0,0,1
212336,3,0,0,1
212336,4,0,0,1
212336,5,1,0,1
212337,1,0,0,0
212337,2,0,0,0
212337,3,0,0,0
212337,4,0,0,0
212337,5,1,0,0
212345,1,0,1,1
212349,1,0,1,1
212352,1,0,1,0
212355,1,0,0,1
212355,2,0,0,1
212355,3,0,0,1
212355,4,1,0,1
212360,1,0,0,0
212360,2,0,0,0
212360,3,0,0,0
212360,4,1,0,0
212366,1,0,1,1
212367,1,0,0,0
212367,2,0,0,0
212367,3,0,0,0
212367,4,1,0,0
212373,1,0,1,0
214302,1,0,0,0
214302,2,1,0,0
214304,1,0,0,1
214304,2,0,0,1
214304,3,0,0,1
214304,4,1,0,1
214316,1,1,0,1
214317,1,0,0,1
214317,2,1,0,1
214327,1,0,0,1
214327,2,0,0,1
214327,3,1,0,1
214329,1,0,1,1
214329,2,0,1,1
214337,1,0,0,1
214337,2,1,0,1
214359,1,0,0,1
214359,2,1,0,1
214363,1,0,0,1
214363,2,1,0,1
214367,1,0,1,1
214370,1,1,0,1
214371,1,0,0,1
214371,2,0,0,1
214371,3,0,0,1
214371,4,1,0,1
214376,1,0,0,1
214376,2,1,0,1
214387,1,1,0,1
214389,1,0,0,1
214389,2,0,0,1
214389,3,1,0,1
214392,1,0,0,1
214392,2,1,0,1
214399,1,1,0,0
214401,1,1,0,1
214408,1,1,0,0
214418,1,0,1,0
214421,1,0,1,0
214421,2,0,1,0
214421,3,0,1,0
214421,4,0,1,0
214421,5,0,1,0
214432,1,0,1,1
214434,1,1,0,0
214438,1,0,1,1
214438,2,0,1,1
214443,1,0,0,1
214443,2,0,0,1
214443,3,1,0,1
214448,1,0,0,1
214448,2,1,0,1
214457,1,0,0,1
214457,2,0,0,1
214457,3,0,0,1
214457,4,1,0,1
214460,1,0,1,0
214464,1,0,1,0
214477,1,0,1,0
214477,2,0,1,0
214477,3,0,1,0
214477,4,0,1,0
214477,5,0,1,0
214479,1,0,0,1
214479,2,0,0,1
214479,3,1,0,1
214485,1,1,0,0
214489,1,0,0,1
214489,2,0,0,1
214489,3,1,0,1
214493,1,0,0,0
214493,2,0,0,0
214493,3,0,0,0
214493,4,1,0,0
214808,1,0,0,1
214808,2,1,0,1
214810,1,0,0,1
214810,2,1,0,1
214818,1,0,0,1
214818,2,1,0,1
214838,1,0,0,1
214838,2,1,0,1
214885,1,1,0,1
214887,1,0,1,0
215302,1,0,0,1
215302,2,0,0,1
215302,3,0,0,1
215302,4,1,0,1
215303,1,0,0,0
215303,2,1,0,0
215306,1,0,1,0
215306,2,0,1,0
215306,3,0,1,0
215306,4,0,1,0
215306,5,0,1,0
215309,1,0,0,1
215309,2,1,0,1
215310,1,0,0,0
215310,2,1,0,0
215312,1,0,0,1
215312,2,1,0,1
215314,1,0,0,1
215314,2,0,0,1
215314,3,0,0,1
215314,4,0,0,1
215314,5,1,0,1
215315,1,1,0,1
215320,1,1,0,1
215321,1,0,0,0
215321,2,0,0,0
215321,3,0,0,0
215321,4,1,0,0
215323,1,0,0,1
215323,2,1,0,1
215324,1,0,0,1
215324,2,0,0,1
215324,3,0,0,1
215324,4,0,0,1
215324,5,1,0,1
215325,1,0,1,1
215325,2,0,1,1
215325,3,0,1,1
215325,4,0,1,1
215325,5,0,1,1
215326,1,1,0,0
215329,1,0,0,1
215329,2,1,0,1
215332,1,0,1,0
215332,2,0,1,0
215332,3,0,1,0
215332,4,0,1,0
215332,5,0,1,0
215335,1,0,0,0
215335,2,1,0,0
215336,1,0,0,1
215336,2,1,0,1
215337,1,0,1,0
215337,2,0,1,0
215337,3,0,1,0
215338,1,0,0,0
215338,2,0,0,0
215338,3,1,0,0
215341,1,0,1,1
215342,1,0,0,1
215342,2,0,0,1
215342,3,0,0,1
215342,4,1,0,1
215343,1,0,1,0
215343,2,0,1,0
215343,3,0,1,0
215348,1,0,0,0
215348,2,1,0,0
215349,1,0,0,1
215349,2,1,0,1
215351,1,0,1,0
215351,2,0,1,0
215352,1,0,1,1
215352,2,0,1,1
215352,3,0,1,1
215352,4,0,1,1
215352,5,0,1,1
215353,1,0,0,0
215353,2,0,0,0
215353,3,1,0,0
215354,1,0,0,0
215354,2,1,0,0
215355,1,0,0,1
215355,2,1,0,1
215357,1,1,0,0
215358,1,0,0,1
215358,2,0,0,1
215358,3,0,0,1
215358,4,0,0,1
215358,5,1,0,1
215362,1,0,0,0
215362,2,0,0,0
215362,3,1,0,0
215364,1,0,1,0
215364,2,0,1,0
215364,3,0,1,0
215367,1,0,0,0
215367,2,0,0,0
215367,3,0,0,0
215367,4,0,0,0
215367,5,1,0,0
215369,1,0,0,0
215369,2,1,0,0
215375,1,0,0,1
215375,2,0,0,1
215375,3,0,0,1
215375,4,1,0,1
215376,1,1,0,1
215377,1,1,0,1
215380,1,1,0,0
215381,1,0,0,0
215381,2,1,0,0
215382,1,1,0,0
215383,1,0,0,0
215383,2,0,0,0
215383,3,0,0,0
215383,4,1,0,0
215384,1,0,0,1
215384,2,0,0,1
215384,3,0,0,1
215384,4,0,0,1
215384,5,1,0,1
215385,1,0,0,0
215385,2,0,0,0
215385,3,1,0,0
215386,1,0,0,1
215386,2,0,0,1
215386,3,0,0,1
215386,4,0,0,1
215386,5,1,0,1
215387,1,0,0,0
215387,2,1,0,0
215393,1,1,0,1
215398,1,0,0,1
215398,2,1,0,1
215399,1,1,0,0
216304,1,1,0,1
216316,1,0,0,1
216316,2,0,0,1
216316,3,0,0,1
216316,4,0,0,1
216316,5,1,0,1
216318,1,0,0,0
216318,2,0,0,0
216318,3,0,0,0
216318,4,0,0,0
216318,5,1,0,0
216321,1,0,0,0
216321,2,0,0,0
216321,3,0,0,0
216321,4,1,0,0
216323,1,0,0,1
216323,2,1,0,1
216327,1,0,0,1
216327,2,1,0,1
216329,1,0,0,0
216329,2,1,0,0
216337,1,0,0,0
216337,2,0,0,0
216337,3,1,0,0
216338,1,0,0,0
216338,2,1,0,0
216348,1,0,0,1
216348,2,1,0,1
216354,1,0,0,1
216354,2,1,0,1
216358,1,0,0,0
216358,2,1,0,0
216359,1,0,0,0
216359,2,0,0,0
216359,3,0,0,0
216359,4,1,0,0
216362,1,0,0,0
216362,2,1,0,0
216364,1,0,0,0
216364,2,0,0,0
216364,3,0,0,0
216364,4,0,0,0
216364,5,1,0,0
216368,1,0,1,0
216368,2,0,1,0
216376,1,0,1,0
216376,2,0,1,0
216376,3,0,1,0
216376,4,0,1,0
216376,5,0,1,0
216378,1,0,0,1
216378,2,0,0,1
216378,3,1,0,1
216379,1,0,0,1
216379,2,1,0,1
216381,1,1,0,0
216384,1,1,0,1
216385,1,0,1,0
216385,2,0,1,0
216385,3,0,1,0
216386,1,1,0,0
216388,1,1,0,1
216391,1,0,0,1
216391,2,1,0,1
216397,1,1,0,0
216398,1,0,0,0
216398,2,1,0,0
216400,1,1,0,0
216401,1,1,0,1
216406,1,0,1,0
216406,2,0,1,0
216410,1,0,0,0
216410,2,1,0,0
216413,1,0,0,1
216413,2,0,0,1
216413,3,0,0,1
216413,4,1,0,1
216415,1,0,0,0
216415,2,0,0,0
216415,3,1,0,0
216417,1,0,0,1
216417,2,0,0,1
216417,3,1,0,1
216426,1,1,0,1
216427,1,1,0,1
216429,1,0,0,0
216429,2,0,0,0
216429,3,0,0,0
216429,4,0,0,0
216429,5,1,0,0
217302,1,0,0,0
217302,2,0,0,0
217302,3,1,0,0
217303,1,0,0,1
217303,2,1,0,1
217304,1,0,0,1
217304,2,0,0,1
217304,3,1,0,1
217305,1,0,1,0
217305,2,0,1,0
217305,3,0,1,0
217305,4,0,1,0
217305,5,0,1,0
217306,1,0,1,1
217306,2,0,1,1
217306,3,0,1,1
217306,4,0,1,1
217306,5,0,1,1
217307,1,0,1,0
217308,1,0,0,1
217308,2,0,0,1
217308,3,0,0,1
217308,4,1,0,1
217309,1,0,0,1
217309,2,1,0,1
217312,1,0,1,0
217312,2,0,1,0
217315,1,0,0,1
217315,2,0,0,1
217315,3,0,0,1
217315,4,1,0,1
217316,1,0,1,1
217317,1,0,1,0
217319,1,0,1,1
217319,2,0,1,1
217319,3,0,1,1
217320,1,0,0,1
217320,2,1,0,1
217321,1,0,0,1
217321,2,0,0,1
217321,3,1,0,1
217322,1,0,0,1
217322,2,1,0,1
217323,1,0,0,1
217323,2,1,0,1
217324,1,0,0,0
217324,2,0,0,0
217324,3,1,0,0
217325,1,0,0,0
217325,2,1,0,0
217326,1,0,1,1
217326,2,0,1,1
217326,3,0,1,1
217328,1,0,0,0
217328,2,0,0,0
217328,3,0,0,0
217328,4,0,0,0
217328,5,1,0,0
217329,1,0,1,1
217330,1,0,1,0
217330,2,0,1,0
217332,1,0,1,0
217333,1,0,0,1
217333,2,1,0,1
217334,1,0,1,0
217334,2,0,1,0
217334,3,0,1,0
217334,4,0,1,0
217334,5,0,1,0
217335,1,0,1,0
217335,2,0,1,0
217335,3,0,1,0
217336,1,0,0,1
217336,2,1,0,1
217339,1,0,1,1
217339,2,0,1,1
217339,3,0,1,1
217339,4,0,1,1
217339,5,0,1,1
217341,1,0,0,0
217341,2,0,0,0
217341,3,1,0,0
217342,1,1,0,0
217343,1,0,1,0
217343,2,0,1,0
217343,3,0,1,0
217344,1,0,0,0
217344,2,0,0,0
217344,3,0,0,0
217344,4,1,0,0
217345,1,0,0,1
217345,2,0,0,1
217345,3,1,0,1
217347,1,0,1,1
217347,2,0,1,1
217347,3,0,1,1
217352,1,0,1,0
217352,2,0,1,0
217352,3,0,1,0
217355,1,0,1,0
217355,2,0,1,0
217355,3,0,1,0
217357,1,0,1,0
217359,1,0,1,1
217360,1,1,0,1
217361,1,1,0,1
217363,1,0,1,1
217365,1,0,0,1
217365,2,0,0,1
217365,3,1,0,1
217366,1,0,1,1
217367,1,0,0,0
217367,2,0,0,0
217367,3,1,0,0
217371,1,0,1,0
217371,2,0,1,0
217371,3,0,1,0
217371,4,0,1,0
217371,5,0,1,0
217386,1,0,0,1
217386,2,1,0,1
217390,1,0,0,1
217390,2,1,0,1
218302,1,1,0,1
218303,1,0,1,0
218303,2,0,1,0
218303,3,0,1,0
218304,1,0,1,0
218304,2,0,1,0
218304,3,0,1,0
218305,1,0,1,1
218305,2,0,1,1
218305,3,0,1,1
218307,1,0,1,1
218307,2,0,1,1
218307,3,0,1,1
218309,1,0,1,0
218309,2,0,1,0
218309,3,0,1,0
218310,1,0,0,1
218310,2,1,0,1
218311,1,1,0,0
218312,1,0,0,1
218312,2,0,0,1
218312,3,1,0,1
218314,1,0,1,1
218314,2,0,1,1
218314,3,0,1,1
218315,1,0,1,0
218315,2,0,1,0
218315,3,0,1,0
218317,1,0,1,1
218318,1,0,0,1
218318,2,0,0,1
218318,3,0,0,1
218318,4,1,0,1
218319,1,0,0,1
218319,2,1,0,1
218320,1,0,0,1
218320,2,1,0,1
218322,1,0,0,1
218322,2,0,0,1
218322,3,0,0,1
218322,4,1,0,1
218323,1,0,0,1
218323,2,1,0,1
218324,1,0,0,0
218324,2,1,0,0
218325,1,1,0,1
218326,1,0,1,0
218326,2,0,1,0
218326,3,0,1,0
218326,4,0,1,0
218326,5,0,1,0
218327,1,0,0,0
218327,2,1,0,0
218329,1,0,0,1
218329,2,1,0,1
218330,1,0,0,1
218330,2,1,0,1
218331,1,0,1,0
218331,2,0,1,0
218331,3,0,1,0
218332,1,0,1,0
218332,2,0,1,0
218332,3,0,1,0
218332,4,0,1,0
218332,5,0,1,0
218333,1,0,0,0
218333,2,0,0,0
218333,3,1,0,0
218335,1,0,0,1
218335,2,0,0,1
218335,3,0,0,1
218335,4,1,0,1
218336,1,0,1,0
218336,2,0,1,0
218336,3,0,1,0
218337,1,0,0,0
218337,2,0,0,0
218337,3,0,0,0
218337,4,1,0,0
218338,1,0,0,1
218338,2,1,0,1
218339,1,0,0,0
218339,2,0,0,0
218339,3,1,0,0
218340,1,0,1,0
218340,2,0,1,0
218340,3,0,1,0
218342,1,1,0,1
218343,1,0,0,1
218343,2,1,0,1
218344,1,0,0,1
218344,2,1,0,1
218346,1,1,0,1
218347,1,0,0,0
218347,2,1,0,0
218349,1,0,1,0
218349,2,0,1,0
218349,3,0,1,0
218350,1,1,0,1
218351,1,1,0,1
218352,1,0,0,1
218352,2,1,0,1
218353,1,1,0,0
218354,1,0,0,1
218354,2,1,0,1
218355,1,0,0,1
218355,2,1,0,1
218356,1,0,1,0
218356,2,0,1,0
218356,3,0,1,0
218356,4,0,1,0
218356,5,0,1,0
218357,1,0,1,0
218357,2,0,1,0
218357,3,0,1,0
218358,1,0,1,0
218359,1,0,1,1
218359,2,0,1,1
218360,1,0,1,0
218360,2,0,1,0
218360,3,0,1,0
218360,4,0,1,0
218360,5,0,1,0
